"","sumz","meanz","sdz"
"1",693.245917205965,6.13491962129173,5.25709744885003
"2",693.660193591541,6.13858578399594,5.24608809875868
"3",693.553573423011,6.13764224268151,5.24997208113926
"4",693.046708161082,6.1331567093901,5.26092074025068
"5",693.146764565989,6.13404216430079,5.2623701254424
"6",693.918708883587,6.14087352994325,5.25587489598877
"7",694.75074712995,6.14823670026505,5.23656023169834
"8",694.597053416656,6.14687657890846,5.23401263062097
"9",694.986431360735,6.15032240142243,5.24733039197534
"10",692.228611081967,6.1259169122298,5.27969423971255
"11",692.398873496581,6.12742365926178,5.28700047574995
"12",694.012652154344,6.14170488632162,5.27056617833657
"13",694.080970669583,6.14230947495206,5.27853162052913
"14",694.830597792344,6.14894334329508,5.26322003192055
"15",699.923957449862,6.19401732256515,5.35438366468181
"16",697.351392333421,6.1712512595878,5.2015857367826
"17",699.429181701633,6.18963877612064,5.27423299025127
"18",701.30407272786,6.20623073210496,5.38024547965946
"19",698.371343814101,6.18027737888585,7.48161981713983
"20",691.558590209083,6.11998752397419,5.32893454661909
"21",691.154098437606,6.11640795077527,5.35261181277076
"22",691.313975618412,6.1178227930833,5.32440392957123
"23",690.096102976667,6.10704515908555,5.34182400330651
"24",689.832721779264,6.10471435202889,5.35279296964263
"25",698.169505407978,6.17849119830069,5.28635426087817
"26",695.569944478319,6.15548623432141,5.51172674576881
"27",693.355726376394,6.13589138386189,5.37324478549729
"28",691.499937744129,6.11946847561176,5.38260347238242
"29",689.987611705394,6.10608505933977,5.40073264600468
"30",688.887436628666,6.09634899671386,5.34278749767929
"31",687.532241472625,6.08435611922677,5.43063766847408
"32",693.799727659364,6.13982059875543,5.32851130528901
"33",695.07533884102,6.15110919328336,5.28706385153465
"34",699.392999674379,6.1893185811892,5.24199340764412
"35",689.802119326705,6.10444353386464,5.33538011464218
"36",688.016423719028,6.08864091786751,5.59879031165229
"37",684.132970901126,6.05427407877103,5.80342668484568
"38",686.247587562142,6.07298750054993,5.42267151889896
"39",691.278111768723,6.1175054138825,5.39460110114145
"40",692.302291814485,6.12656895411048,5.38590715100466
"41",695.119232180513,6.15149762991604,5.31811159791988
"42",690.581762256337,6.11134302881714,5.29589761926967
"43",686.999893478427,6.07964507503033,5.32565467900227
"44",682.496383177151,6.0397910015677,5.36653823513859
"45",683.511157549172,6.04877130574489,5.57141999712368
"46",689.931781091987,6.10559098311493,5.40603157453825
"47",692.833570924301,6.13127053915311,5.44871786890955
"48",694.802932992266,6.14869852205545,5.33069310400486
"49",690.285182282256,6.1087184272766,5.31222758976842
"50",688.731300844829,6.09496726411353,5.32290596145308
"51",687.439557622421,6.08353590816302,5.40272820118367
"52",689.088366016913,6.09812713289303,5.35892629172847
"53",689.936486337159,6.10563262245273,5.31552232020189
"54",690.896204094386,6.11412569995032,5.70182649417305
